"date","daten","pack","indiv","sex","agecategory","status","stend","code","exact","lseen","cause","litter"
2004-01-14,38000,"1B","BP193","P","","","START","BORN","N","","","B0401"
2004-01-14,38000,"1B","BP194","P","","","START","BORN","N","","","B0401"
2004-01-14,38000,"1B","BP195","P","","","START","BORN","N","","","B0401"
2004-01-14,38000,"1B","BP196","P","","","START","BORN","N","","","B0401"
2004-01-14,38000,"1H","HM070","M","","","START","BORN","Y","","","H0401"
2004-01-14,38000,"1H","HF071","F","","","START","BORN","Y","","","H0401"
2004-01-14,38000,"1H","HF072","F","","","START","BORN","Y","","","H0401"
2004-01-15,38001,"1C","CP057","P","PUP","","END","ADIED","Y","","","C0304"
2004-01-15,38001,"1B","9B","F","AD","MULTI","","BIRTH","Y","","","B0401"
2004-01-15,38001,"1B","BF121","F","AD","MULTI","","BIRTH","Y","","","B0401"
2004-01-15,38001,"2","T0401","","","","","BORN","N","","","T0401"
1999-11-13,36477,"2","AJ","F","","","END","ADIED","N","09/11/1999","","T11"
2013-03-21,41354,"1B","BP606","P","PUP","DEP","END","ADIED","N","19/03/2013","APRED","B1302"
2013-03-21,41354,"4E","FF165","F","AD","MULTI","","FPREG","Y","","","M1301"
2011-07-02,40726,"1B","BP531","P","PUP","DEP","START","BORN","Y","","","B1103"
1999-10-11,36444,"7","UM PUP","P","","","START","BORN","Y","","","7-09"
2000-03-22,36607,"4B","i6","F","AD","","","FPREG","Y","","","F0001"
2014-09-29,41911,"1B","BM664","M","PUP","DEP","START","BORN","N","27/09/2014","","B1405"
2001-04-04,36985,"2","TF033","F","PUP","","START","BORN","Y","","","T0102"
2001-04-04,36985,"2","TM034","M","PUP","","START","BORN","Y","","","T0102"
2001-04-04,36985,"2","TM035","M","PUP","","START","BORN","Y","","","T0102"
2001-04-04,36985,"2","TM036","M","PUP","","START","BORN","Y","","","T0102"
2001-04-04,36985,"2","TM037","M","PUP","","START","BORN","Y","","","T0102"
2001-04-04,36985,"2","TM038","M","PUP","","START","BORN","Y","","","T0102"
2001-04-04,36985,"2","TF039","F","PUP","","START","BORN","Y","","","T0102"
2001-04-04,36985,"2","TF040","F","PUP","","START","BORN","Y","","","T0102"
2001-04-04,36985,"2","TF041","F","PUP","","START","BORN","Y","","","T0102"
2001-04-04,36985,"2","TM042","M","PUP","","START","BORN","Y","","","T0102"
2001-04-04,36985,"2","TF043","F","PUP","","START","BORN","Y","","","T0102"
2004-03-14,38060,"1B","BM111","M","AD","","","STEV","Y","","",""
2004-03-14,38060,"11","DF017","F","AD","MULTI","","ABORT","N","12/03/2004","",""
2001-07-20,37092,"4B","FM029","M","PUP","","END","ADIED","Y","","","F0102"
2015-12-07,42345,"2","TP459","P","PUP","DEP","START","BORN","Y","","","T1505"
2003-12-12,37967,"12","VF010","F","PUP","","","EMERGE","N","08/12/2003","","V0304"
2006-12-28,39079,"1H","HP122","P","PUP","DEP","","1STFO","N","26/12/2006","","H0605"
2006-12-28,39079,"1H","HM123","M","PUP","DEP","","1STFO","N","26/12/2006","","H0605"
2006-12-28,39079,"1H","HF124","F","PUP","DEP","","1STFO","N","26/12/2006","","H0605"
1998-05-29,35944,"10","K2","M","","","START","BORN","E","","",""
1998-05-29,35944,"10","K7","M","","","START","BORN","E","","",""
1998-05-31,35946,"10","K8","M","","","START","BORN","E","","",""
1998-05-31,35946,"4","G5","F","","","END","ADIED","Y","","","4-03"
1998-06-01,35947,"1C","6O","F","","","END","ADIED","N","17/04/1998","",""
1998-06-01,35947,"1C","3J","F","","","END","ADIED","N","17/04/1998","",""
1998-06-01,35947,"1C","5U","F","","","END","ADIED","N","06/04/1998","",""
1998-06-01,35947,"1C","2A","F","","","END","ADIED","N","06/04/1998","",""
1998-06-02,35948,"10","K3","F","","","START","BORN","E","","",""
1998-06-09,35955,"2","H0","M","","","END","ADIED","Y","","","T04"
1998-06-10,35956,"10","K4","M","","","START","BORN","E","","",""
1998-06-11,35957,"2","H3","M","","","END","ADIED","Y","","","T04"
1998-06-12,35958,"10","K9","M","","","START","BORN","E","","",""
1998-06-14,35960,"7","7-05","","","","","BORN","N","26/05/1998","","7-05"
1998-06-14,35960,"7","2N","F","","","","BIRTH","N","26/05/1998","","7-05"
1998-06-14,35960,"7","2Q","F","","","","BIRTH","N","26/05/1998","","7-05"
2016-02-26,42426,"1B","B1601","","","","","BORN","Y","","","B1601"
2015-03-14,42077,"1B","BF561","F","AD","MULTI","","BIRTH","Y","","","B1501"
2015-04-24,42118,"17","SF024","F","AD","MULTI","","BIRTH","N","21/04/2015","","S1501"
1997-09-30,35703,"1B","6N","M","","","","STEV","Y","","",""
1997-09-30,35703,"1B","8A","M","","","","STEV","Y","","",""
1997-09-30,35703,"1F","3R","M","","FOUNDER","RESTART","IMM","Y","","",""
1997-09-30,35703,"1F","4J","M","","FOUNDER","RESTART","IMM","Y","","",""
1997-09-30,35703,"1F","3K","M","","FOUNDER","RESTART","IMM","Y","","",""
1997-09-30,35703,"1F","3O","M","","FOUNDER","RESTART","IMM","Y","","",""
1997-09-30,35703,"1F","4L","M","","FOUNDER","RESTART","IMM","Y","","",""
1997-09-30,35703,"1F","5T","M","","FOUNDER","RESTART","IMM","Y","","",""
1997-09-30,35703,"1F","5V","M","","FOUNDER","RESTART","IMM","Y","","",""
1997-09-30,35703,"1F","6N","M","","FOUNDER","RESTART","IMM","Y","","",""
1997-09-30,35703,"1F","8A","M","","FOUNDER","RESTART","IMM","Y","","",""
1997-11-04,35738,"7","7-02","","","","","BORN","N","02/11/1997","","7-02"
1997-11-04,35738,"7","2N","F","","","","BIRTH","N","02/11/1997","","7-02"
2015-05-12,42136,"2","TF374","F","SUB","PRIMIP","","BIRTH","Y","","","T1502"
2009-04-07,39910,"15","VP098","P","","","END","ADIED","N","03/04/2009","","V0902"
2000-03-22,36607,"4B","i8","F","AD","","","FPREG","Y","","","F0001"
1999-06-22,36333,"1C","UM PUP","P","","","START","BORN","N","19/06/1999","","C08"
1999-06-22,36333,"1C","X8","M","","","START","BORN","Y","19/06/1999","","C08"
1999-06-22,36333,"1C","X9","F","","","START","BORN","Y","09/06/1999","","C08"
1999-06-22,36333,"1C","Y0","M","","","START","BORN","Y","09/06/1999","","C08"
1999-06-22,36333,"1C","Y1","M","","","START","BORN","Y","09/06/1999","","C08"
1999-06-22,36333,"1C","Y6","F","","","START","BORN","Y","09/06/1999","","C08"
1999-06-22,36333,"1C","i0","F","","","","BIRTH","N","19/06/1999","","C08"
1999-06-22,36333,"1C","4M","F","","","","BIRTH","Y","","","C08"
1999-06-30,36341,"2","T10A","","","","","LOST","Y","","","T10"
1999-07-03,36344,"7","Y2","M","","","END","ADIED","N","29/06/1999","","7-08"
1999-07-04,36345,"2","Y3","M","","","END","ADIED","Y","","","T10"
2000-11-03,36833,"4B","FF023","F","PUP","","START","BORN","Y","","","F0005"
2000-11-04,36834,"1C","C0004","","","","","1STFO","Y","","","C0004"
2007-03-14,39155,"16","16","","","","","NGRP","N","02/03/2007","",""
1997-08-19,35661,"7","3G","F","","","","BIRTH","N","","","7-01"
2000-09-11,36780,"1I","H6","M","AD","","","APPROACH","Y","","",""
2000-09-11,36780,"1I","","","","","","SOES","Y","","","ESI0001"
2000-09-11,36780,"2","H8","F","AD","","","BIRTH","N","09/09/2000","","T0007"
2015-01-30,42034,"1B","BF589","F","AD","MULTI","","FPREG","Y","","","B1501"
2006-07-15,38913,"15","V0602","","","","","EMERGE","Y","","","V0602"
2006-07-15,38913,"15","VP041","P","PUP","","","EMERGE","Y","","","V0602"
2011-07-02,40726,"1B","BP533","P","PUP","DEP","START","BORN","Y","","","B1103"
2011-07-02,40726,"1B","BF534","F","PUP","DEP","START","BORN","Y","","","B1103"
2011-07-02,40726,"1B","BF535","F","PUP","DEP","START","BORN","Y","","","B1103"
2011-07-26,40750,"1B","B1103","","","","","EMERGE","Y","","","B1103"
2011-08-06,40761,"1B","BP527","P","PUP","DEP","END","ADIED","N","26/07/2011","UNK","B1103"
2011-08-06,40761,"1B","BP528","P","PUP","DEP","END","ADIED","N","26/07/2011","UNK","B1103"
2011-11-29,40876,"18","","","","","","EOES","Y","","","ESU1102"
2011-11-04,40851,"14A","KF061","F","AD","MULTI","","ABORT","N","01/11/2011","","Y1104"
2011-10-22,40838,"7A","GM098","M","PUP","DEP","START","BORN","Y","","","G1103"
2011-10-22,40838,"7A","GM099","M","PUP","DEP","START","BORN","Y","","","G1103"
2005-01-31,38383,"11","DM058","M","PUP","","","1STFO","Y","","","D0501"
2006-01-17,38734,"4B","FM118","M","","","","1STFO","Y","","","F0504"
2006-01-17,38734,"4B","FF119","F","","","","1STFO","Y","","","F0504"
2006-01-17,38734,"4B","FM120","M","","","","1STFO","Y","","","F0504"
2005-11-17,38673,"1N","","","","","","IGI","Y","","2",""
2015-05-11,42135,"1B","BP690","P","PUP","DEP","START","BORN","Y","","","B1502"
1999-10-20,36453,"2","AK","M","","","END","ADIED","Y","","","T11"
1999-10-20,36453,"7","V8","F","","","END","ADIED","Y","","","7-07"
1999-10-20,36453,"1H","B7","F","","","","BIRTH","N","18/10/1999","","H02"
1999-10-20,36453,"1H","C8","F","","","","BIRTH","N","18/10/1999","","H02"
1999-10-20,36453,"1H","M3","F","","","","BIRTH","N","18/10/1999","","H02"
1999-10-21,36454,"1H","UM PUP","P","","","START","BORN","Y","","","H02"
1999-10-21,36454,"1H","UM PUP","P","","","START","BORN","Y","","","H02"
1999-10-21,36454,"1H","BI","F","","","START","BORN","Y","","","H02"
1999-10-21,36454,"1H","BJ","M","","","START","BORN","Y","","","H02"
1999-10-21,36454,"1H","BT","M","","","START","BORN","Y","","","H02"
1999-10-22,36455,"11","BB","M","PUP","","END","ADIED","N","19/10/1999","","D04"
1999-10-25,36458,"2","T12A","","","","","BORN","N","22/10/1999","","T12"
1999-10-25,36458,"1B","Z6","M","","","END","ADIED","Y","","","B09"
1998-11-20,36119,"11","P6","P","","","START","BORN","Y","","","D01"
1998-11-20,36119,"11","P5","P","","","END","DIED","Y","","ICIDE","D01"
1998-11-20,36119,"11","P6","P","","","END","DIED","Y","","ICIDE","D01"
2005-08-15,38579,"1N","BF121","F","AD","MULTI","","ABORT","N","12/08/2005","","N0503"
2014-11-21,41964,"2","TF396","F","PUP","DEP","END","ADIED","N","15/11/2014","APRED","T1405"
1994-05-23,34477,"2","91","M","","","START","BORN","E","","",""
2003-05-27,37768,"1H","HF057","F","","","","1STFO","Y","","","H0302"
2000-03-22,36607,"4B","P4","F","SUB","","","FPREG","Y","","","F0001"
2000-03-22,36607,"4B","i7","F","AD","","","FPREG","Y","","","F0001"
2000-03-23,36608,"2","TP002","P","PUP","","END","ADIED","N","","","T0001"
2000-03-26,36611,"1B","AX","F","INF","","END","DIED","Y","","PRED",""
2000-03-28,36613,"2","E7","F","AD","PREG","","STEV","Y","","",""
2000-03-28,36613,"2","D6","F","AD","","","STEV","Y","","PREG",""
2000-03-28,36613,"2","9U","F","AD","","","STEV","Y","","PREG",""
2000-03-28,36613,"2","H8","F","AD","","","STEV","Y","","RETURNING",""
2000-03-29,36614,"2","E7","F","AD","EVICTEE","","ABORT","Y","","EVICTION","T0003"
2000-03-29,36614,"2","E7","F","AD","ABORTEE","","ENDEV","Y","","",""
2000-03-29,36614,"2","9U","F","AD","","","ENDEV","Y","","",""
2000-03-29,36614,"2","H8","F","AD","","","ENDEV","Y","","",""
2000-03-29,36614,"2","D6","F","AD","","","ENDEV","Y","","",""
2000-03-29,36614,"11","Q3","F","AD","","END","ADIED","N","24/03/2000","",""
2004-11-22,38313,"1H","HF039","F","AD","MULTI","","BIRTH","N","20/11/2004","","H0404"
2006-08-04,38933,"11","11","","","","","IGI","Y","","4B",""
2006-08-05,38934,"4B","","","","","","EOES","Y","","","ESF0604"
2004-03-18,38064,"1B","BM069","M","AD","","","ENDEV","Y","","",""
2005-11-22,38678,"15","KM032","M","AD","","RESTART","IMM","Y","","GRP NAME CHANGE",""
1996-12-11,35410,"9","8M","F","","","START","BORN","Y","","",""
1996-12-16,35415,"1B","B9605","","","","","BORN","Y","","","B9605"
1996-12-16,35415,"1B","31","F","","","","BIRTH","Y","","1B","B9605"
1996-12-16,35415,"1B","8","F","","","","BIRTH","Y","","1B","B9605"
1996-12-16,35415,"1B","11","F","","","","BIRTH","Y","","1B","B9605"
1996-12-16,35415,"1B","9","F","","","","BIRTH","Y","","1B","B9605"
1996-12-18,35417,"1B","1B","F","","","","BIRTH","Y","","1B","B9605"
1996-12-18,35417,"1B","50","F","","","","BIRTH","Y","","1B","B9605"
1996-12-18,35417,"1B","69","F","","","","BIRTH","Y","","1B","B9605"
1996-12-20,35419,"4","4-9602","","","","","BORN","N","","","4-9602"
1996-12-20,35419,"4","UM PUP","P","","","START","BORN","N","","","4-9602"
1996-12-20,35419,"4","UM PUP","P","","","START","BORN","N","","","4-9602"
2016-04-01,42461,"19","","","","","","EOES","Y","","","ESX1601"
2015-12-02,42340,"24","24M012","M","PUP","DEP","START","BORN","N","","","241504"
2003-09-22,37886,"4B","FM062","M","INF","","END","ADIED","N","28/06/2003","","F0301"
2006-03-25,38801,"11","","","","","","EOES","Y","","","ESD0604"
2006-03-25,38801,"7A","GP031","P","","","END","ADIED","N","21/03/2006","","G0601"
2003-08-28,37861,"1B","BF099","F","AD","OES","","STEV","Y","","",""
2003-08-28,37861,"1B","BF100","F","AD","OES","","STEV","Y","","",""
1998-04-27,35912,"2","1Q","F","","","","BIRTH","N","21/04/1998","","T04"
1998-04-27,35912,"2","9J","F","","","","BIRTH","N","21/04/1998","","T04"
2011-07-01,40725,"2","T1103","","","","","LOST","Y","","","T1103"
2005-08-22,38586,"2","BM111","M","AD","","","DEPART","Y","","",""
2016-05-17,42507,"2","TP475","P","PUP","DEP","END","ADIED","Y","","","T1602"
2015-07-27,42212,"7A","GM150","M","PUP","DEP","START","BORN","Y","","","G1503"
2014-10-05,41917,"2","TM390","M","PUP","DEP","START","BORN","Y","","","T1405"
2014-12-30,42003,"1B","BF535","F","AD","MULTI","","BIRTH","N","22/12/2014","","B1406"
2015-06-19,42174,"1B","BP688","P","PUP","DEP","END","ADIED","N","","APRED","B1502"
2015-03-25,42088,"2","T1501","","","","","1STMO","Y","","","T1501"
2015-04-01,42095,"4B","FF208","F","AD","MULTI","","FPREG","Y","","","F1502"
1993-09-26,34238,"4","82","M","","","START","BORN","E","","",""
1993-10-18,34260,"4","83","M","","","START","BORN","E","","",""
1993-10-20,34262,"4","85","M","","","START","BORN","E","","",""
2001-10-16,37180,"4B","F0104","","PUP","","","1STFO","Y","","","F0104"
2006-08-15,38944,"2","D0","M","AD","","END","LSEEN","N","01/08/2006","UNK",""
2006-08-15,38944,"15","15","","","","","IGI","Y","","1B",""
2006-08-15,38944,"1B","1B","","","","","IGI","Y","","15",""
2006-08-16,38945,"1H","","","","","","SOES","Y","","","ESH0607"
2006-08-16,38945,"1N","1N","","","","","IGI","Y","","2",""
2006-08-16,38945,"2","2","","","","","IGI","Y","","1N",""
2006-08-17,38946,"1B","BP304","P","PUP","","END","ADIED","N","","","B0604"
2004-07-21,38189,"1K","T7","F","AD","MULTI","","ABORT","N","05/07/2004","AGR",""
2004-07-22,38190,"1B","BF226","F","PUP","","END","DIED","Y","","PRED","B0403"
2004-07-22,38190,"4B","H8","F","AD","UNK","","DEPART","N","16/07/2004","",""
2004-07-22,38190,"1K","KF011","F","AD","MULTI","","ABORT","Y","","AGR?",""
2004-07-22,38190,"1H","H0403","","PUP","","","EMERGE","Y","","","H0403"
2004-07-23,38191,"1B","BM064","M","AD","","END","DIED","Y","","CAR",""
2016-05-06,42496,"1B","BM756","M","PUP","DEP","START","BORN","Y","","","B1602"
2015-06-22,42177,"2","TF299","F","AD","MULTI","","FPREG","Y","","","T1503"
2000-03-06,36591,"1B","R6","M","AD","","","STEV","Y","","ESB001",""
2000-03-07,36592,"1B","S0","M","AD","","STOP","EM","Y","","",""
2000-03-07,36592,"2","9U","F","AD","","","FPREG","Y","","","T0003"
2000-03-07,36592,"1B","S0","M","AD","","","STEV","Y","","ESB001",""
2001-01-12,36903,"1C","C0005","","","","","1STFO","Y","","","C0005"
1997-11-05,35739,"7","D3","M","","","START","BORN","Y","","","7-02"
1997-11-05,35739,"7","D4","F","","","START","BORN","Y","","","7-02"
1997-11-05,35739,"7","D5","F","","","START","BORN","Y","","","7-02"
1997-11-06,35740,"4","4-01A","","","","","BORN","N","04/11/1997","","4-01"
1997-11-06,35740,"4","94","F","","","","BIRTH","N","04/11/1997","","4-01"
1997-11-06,35740,"4","5Y","F","","","","BIRTH","N","04/11/1997","","4-01"
1997-11-06,35740,"4","4-01A","","","","","LOST","Y","","","4-01"
1997-11-09,35743,"7","2W","M","","","END","ADIED","Y","","",""
1997-11-17,35751,"2","C2","M","","","END","ADIED","N","13/11/1997","","T01"
1997-11-25,35759,"4","4-01B","","","","","BORN","Y","","","4-01"
1997-11-25,35759,"1B","B01A","","","","","BORN","Y","","","B01"
1997-11-25,35759,"4","93","F","","","","BIRTH","Y","","","4-01"
1997-11-25,35759,"1B","8","F","","","","BIRTH","Y","","","B01"
2003-07-21,37823,"1K","K0302","","","","","1STFO","Y","","","K0302"
1997-02-15,35476,"3","72","F","","","STOP","EM","N","","",""
2000-03-06,36591,"1B","BP002","P","PUP","","END","ADIED","Y","","UNK","B0001"
2004-06-19,38157,"1B","","","","","","IGI","Y","","1K",""
2014-07-25,41845,"2","","","PUP","DEP","","BORN","N","23/07/2014","","T1404"
2015-03-03,42066,"2","TM416","M","PUP","DEP","START","BORN","Y","","","T1501"
2001-03-19,36969,"4B","FF002","F","SUB","","","STEV","N","15/03/2001","UNK",""
2001-03-19,36969,"4B","FF009","F","SUB","","","STEV","N","15/03/2001","UNK",""
2001-03-22,36972,"1B","BF045","F","PUP","","START","BORN","Y","","","B0102"
2001-03-22,36972,"1B","BM046","M","PUP","","START","BORN","Y","","","B0102"
2001-03-22,36972,"1B","BF047","F","PUP","","START","BORN","Y","","","B0102"
2001-03-22,36972,"1B","BF048","F","PUP","","START","BORN","Y","","","B0102"
2001-03-22,36972,"1B","BP049","P","PUP","","START","BORN","Y","","","B0102"
2001-03-22,36972,"1B","9C","F","AD","","","BIRTH","Y","","","B0102"
2001-03-22,36972,"1B","9E","F","AD","","","BIRTH","Y","","","B0102"
2001-03-22,36972,"1B","8X","F","AD","","","BIRTH","Y","","","B0102"
2001-03-24,36974,"1B","","","","","","SOES","Y","","","ESB0102"
2001-03-26,36976,"1B","BM032","M","PUP","","END","ADIED","N","","UNK","B0101"
1999-10-25,36458,"2","E7","F","","","","BIRTH","N","22/10/1999","","T12"
1999-10-26,36459,"2","T12A","","","","","LOST","Y","","","T12"
1999-11-06,36470,"1B","UM PUP","P","","","END","ADIED","N","01/11/1999","","B10"
1999-11-08,36472,"1B","AW","M","","","END","ADIED","N","06/11/1999","","B10"
2001-01-15,36906,"2","TF001","F","","","","BIRTH","Y","","","T0101"
2001-01-15,36906,"2","TM025","M","","","START","BORN","Y","","","T0101"
2001-01-15,36906,"2","TF026","F","","","START","BORN","Y","","","T0101"
1998-05-13,35928,"1C","L4","M","","","START","BORN","Y","","","C03"
1998-09-03,36041,"5B","3T","M","","FOUNDER","RESTART","IMM","Y","","GRP NAME CHANGE",""
1998-09-03,36041,"5B","98","M","","FOUNDER","RESTART","IMM","Y","","GRP NAME CHANGE",""
2004-01-17,38003,"11","DF029","F","PUP","DEP","END","DIED","Y","","KILLED","D0303"
2004-01-20,38006,"1K","AU","F","AD","MULTI","","BIRTH","Y","","","K0401"
2004-05-17,38124,"1B","BM223","M","PUP","DEP","END","ADIED","N","15/05/2004","","B0402"
2004-05-17,38124,"1B","BM201","M","PUP","DEP","END","DIED","Y","","PRED","B0402"
2004-05-21,38128,"4B","H8","F","AD","OES","","DEPART","Y","","",""
2004-09-02,38232,"1B","","","","","","IGI","Y","","1N",""
2004-10-13,38273,"4B","FM048","M","","","END","ADIED","Y","","",""
2001-11-14,37209,"2","TF054","F","PUP","","START","BORN","Y","","","T0106"
2001-11-14,37209,"2","TF055","F","PUP","","START","BORN","Y","","","T0106"
2001-11-14,37209,"2","TM056","M","PUP","","START","BORN","Y","","","T0106"
2001-11-14,37209,"2","TF057","F","PUP","","START","BORN","Y","","","T0106"
2001-11-14,37209,"2","TF058","F","PUP","","START","BORN","Y","","","T0106"
2014-12-31,42004,"7A","GF093","F","AD","MULTI","","BIRTH","Y","","","G1407"
2003-08-28,37861,"1B","BF121","F","AD","OES","","STEV","Y","","",""
1997-06-15,35596,"3","3-9701","","","","","BORN","N","","","3-9701"
2005-08-22,38586,"2","BM029","M","AD","","","APPROACH","Y","","",""
2005-08-22,38586,"2","BM029","M","AD","","","DEPART","Y","","",""
2005-08-22,38586,"1B","BM111","M","AD","","","LEAVE","Y","","",""
2006-03-25,38801,"1N","TM111","M","AD","","","APPROACH","N","23/03/2006","UNK",""
2002-02-07,37294,"4B","FF035","F","PUP","","END","ADIED","N","01/02/2002","UNK","F0105"
2002-02-07,37294,"4B","FF037","F","PUP","","END","ADIED","N","01/02/2002","UNK","F0105"
2002-02-07,37294,"1B","9E","F","AD","","","FPREG","Y","","","B0201"
2002-02-07,37294,"1B","BF018","F","AD","","","FPREG","Y","","","B0201"
2002-02-07,37294,"1B","8X","F","AD","","","FPREG","Y","","","B0201"
2002-02-07,37294,"1B","9B","F","AD","","","FPREG","Y","","","B0201"
2002-02-07,37294,"1B","9C","F","AD","","","FPREG","Y","","","B0201"
2002-02-07,37294,"1B","BF025","F","AD","","","FPREG","Y","","","B0201"
2001-07-22,37094,"4B","F0103","","","","","EMERGE","Y","","","F0103"
2001-07-24,37096,"2","","","","","","SOES","Y","","","EST0103"
2001-07-24,37096,"2","","","","","","IGI","Y","","1B",""
2001-07-24,37096,"1B","1B","","","","","IGI","Y","","2",""
2001-07-24,37096,"11","D0102","","PUP","","","1STFO","N","","","D0102"
2004-02-17,38034,"1H","HF071","F","PUP","","END","ADIED","Y","","","H0401"
2005-05-15,38487,"7A","5I","M","AD","","","APPROACH","Y","","FLOAT",""
2010-01-28,40206,"14A","Y0905","","","","","LOST","N","","","Y0905"
2005-07-01,38534,"2","BM212","M","AD","","","DEPART","Y","","1B",""
